FileName,ed_frame,es_frame,ed_area,es_area,area_ratio,n_traced,geometry_version
0X2B04379243A07D3E,100,120,2255.344,1410.657,0.6255,2,echonet_dynamic_no_long_axis_v1
0X2B049A419C740450,83,97,989.776,560.615,0.5664,2,echonet_dynamic_no_long_axis_v1
0X2B04D402904C0AF3,49,63,1473.471,868.42,0.5894,2,echonet_dynamic_no_long_axis_v1
0X2B0639FDC76E788B,129,143,1278.44,842.248,0.6588,2,echonet_dynamic_no_long_axis_v1
0X2B0C7B1FD6FDF2FA,100,122,1244.384,660.666,0.5309,2,echonet_dynamic_no_long_axis_v1
0X2B0F87B014648FF1,77,102,2672.605,1673.799,0.6263,2,echonet_dynamic_no_long_axis_v1
0X2B11C46C12F72E1,90,109,1252.102,968.14,0.7732,2,echonet_dynamic_no_long_axis_v1
0X2B13AFFF378DA58A,23,41,1000.052,730.298,0.7303,2,echonet_dynamic_no_long_axis_v1
0X2B1407FFE2B14FB4,41,62,1319.954,815.143,0.6176,2,echonet_dynamic_no_long_axis_v1
0X2B1EA4FE61E09B04,42,57,1175.892,668.495,0.5685,2,echonet_dynamic_no_long_axis_v1
0X2B2471C251239AD7,54,71,2578.759,1686.531,0.654,2,echonet_dynamic_no_long_axis_v1
0X2B2494C2C6EF6F9,48,66,1324.376,688.464,0.5198,2,echonet_dynamic_no_long_axis_v1
0X2B25C29EF3612FD9,69,81,764.587,418.608,0.5475,2,echonet_dynamic_no_long_axis_v1
0X2B26BF7B0DC2B52E,105,119,628.413,428.045,0.6812,2,echonet_dynamic_no_long_axis_v1
0X2B2D3664A4F59EF6,47,65,1123.477,615.706,0.548,2,echonet_dynamic_no_long_axis_v1
0X2B337C895834063D,3,25,1544.595,814.061,0.527,2,echonet_dynamic_no_long_axis_v1
0X2B357569BC532F43,37,52,1479.859,879.795,0.5945,2,echonet_dynamic_no_long_axis_v1
0X2B36749BB015C796,50,64,1922.443,1482.623,0.7712,2,echonet_dynamic_no_long_axis_v1
0X2B36907D5AB72242,51,70,1828.39,1093.698,0.5982,2,echonet_dynamic_no_long_axis_v1
0X2B39C678737EB346,126,145,991.017,707.494,0.7139,2,echonet_dynamic_no_long_axis_v1
0X2B39E514C7DED838,101,109,908.185,494.512,0.5445,2,echonet_dynamic_no_long_axis_v1
0X2B3A07F9F9F16B0B,81,98,1267.473,713.446,0.5629,2,echonet_dynamic_no_long_axis_v1
0X2B3CFA85CCB59333,25,36,2057.015,1367.042,0.6646,2,echonet_dynamic_no_long_axis_v1
0X2B45ECFBC4E2299A,46,61,665.742,365.253,0.5486,2,echonet_dynamic_no_long_axis_v1
0X2B4ACDDAB3F1DA2E,62,80,1591.818,1401.385,0.8804,2,echonet_dynamic_no_long_axis_v1
0X2B559592BBB6E421,80,100,1562.793,868.408,0.5557,2,echonet_dynamic_no_long_axis_v1
0X2B5619B4EDE8F1B8,52,67,1198.803,957.75,0.7989,2,echonet_dynamic_no_long_axis_v1
0X2B591E1ED1F86C25,43,57,961.565,467.334,0.486,2,echonet_dynamic_no_long_axis_v1
0X2B5B9DA97FC8A1A7,54,68,1194.486,680.087,0.5694,2,echonet_dynamic_no_long_axis_v1
0X2B5C65259968F31D,43,58,1159.635,570.134,0.4916,2,echonet_dynamic_no_long_axis_v1
0X2B5D059047625083,44,59,1415.958,812.879,0.5741,2,echonet_dynamic_no_long_axis_v1
0X2B5E93155A8601B3,88,99,1037.665,630.006,0.6071,2,echonet_dynamic_no_long_axis_v1
0X2B62A0DEB27B4C10,52,72,2305.631,1305.119,0.5661,2,echonet_dynamic_no_long_axis_v1
0X2B650F4F171CC99F,32,45,2389.778,1470.62,0.6154,2,echonet_dynamic_no_long_axis_v1
0X2B6BB50CF65EE164,89,105,2100.791,1294.522,0.6162,2,echonet_dynamic_no_long_axis_v1
0X2B6E6D287F09E2A0,66,85,2516.223,1499.248,0.5958,2,echonet_dynamic_no_long_axis_v1
0X2B6EBF9236788362,36,55,1141.798,694.176,0.608,2,echonet_dynamic_no_long_axis_v1
0X2B75FD103FD8FA5E,64,86,1530.342,729.123,0.4764,2,echonet_dynamic_no_long_axis_v1
0X2B76F1C5F5D0466D,86,97,1089.15,584.066,0.5363,2,echonet_dynamic_no_long_axis_v1
0X2B79C68A21B5F520,59,80,2149.013,1413.103,0.6576,2,echonet_dynamic_no_long_axis_v1
0X2B7ABC059BB8090D,78,93,1113.485,645.393,0.5796,2,echonet_dynamic_no_long_axis_v1
0X2B810D03C090DE59,124,139,928.139,557.337,0.6005,2,echonet_dynamic_no_long_axis_v1
0X2B81FE1EF971B25A,0,19,1051.297,561.132,0.5338,2,echonet_dynamic_no_long_axis_v1
0X2B831262FD6E0F44,106,126,1657.617,931.602,0.562,2,echonet_dynamic_no_long_axis_v1
0X2B8349B0466DDFE9,43,62,1226.011,820.063,0.6689,2,echonet_dynamic_no_long_axis_v1
0X2B867271589725B9,86,105,3171.869,1897.424,0.5982,2,echonet_dynamic_no_long_axis_v1
0X2B888E6F035154BB,20,40,1121.88,911.673,0.8126,2,echonet_dynamic_no_long_axis_v1
0X2B8D66D3AF8E8B84,15,23,1094.999,489.245,0.4468,2,echonet_dynamic_no_long_axis_v1
0X2B8E2C047E853E71,40,54,1671.638,1166.653,0.6979,2,echonet_dynamic_no_long_axis_v1
0X2B9185D91BBE0E97,54,67,1961.576,1003.132,0.5114,2,echonet_dynamic_no_long_axis_v1
0X2B92A8AA5710178B,1,19,1304.087,698.703,0.5358,2,echonet_dynamic_no_long_axis_v1
0X2B935E3B4404D29E,91,107,1579.915,1081.689,0.6847,2,echonet_dynamic_no_long_axis_v1
0X2B974E47EADA843,46,62,1360.722,920.644,0.6766,2,echonet_dynamic_no_long_axis_v1
0X2B9B38D0E03561B3,106,121,1569.02,844.023,0.5379,2,echonet_dynamic_no_long_axis_v1
0X2BA0CC0FD446A0CD,30,47,1659.163,919.527,0.5542,2,echonet_dynamic_no_long_axis_v1
0X2BA56103B7A6BE7C,1,20,2037.471,1323.087,0.6494,2,echonet_dynamic_no_long_axis_v1
0X2BB46B720AC47098,40,55,1246.816,656.616,0.5266,2,echonet_dynamic_no_long_axis_v1
0X2BB4D1569CCBAAF0,126,133,720.819,350.149,0.4858,2,echonet_dynamic_no_long_axis_v1
0X2BB53A7347B59BC6,39,53,2322.333,1327.175,0.5715,2,echonet_dynamic_no_long_axis_v1
0X2BB72AFEFA5753AA,83,98,1175.37,671.539,0.5713,2,echonet_dynamic_no_long_axis_v1
0X2BB766EF1A13DECC,47,62,1040.518,618.89,0.5948,2,echonet_dynamic_no_long_axis_v1
0X2BB8F8D3346376DA,28,44,1495.506,775.35,0.5185,2,echonet_dynamic_no_long_axis_v1
0X2BBE07A50418CB3,110,127,1193.077,694.143,0.5818,2,echonet_dynamic_no_long_axis_v1
0X2BC272DCF674E2FC,94,106,1410.976,755.163,0.5352,2,echonet_dynamic_no_long_axis_v1
0X2BC37749440CC632,0,21,2143.324,1769.814,0.8257,2,echonet_dynamic_no_long_axis_v1
0X2BCA5CD0E25723F1,65,79,2218.924,1101.401,0.4964,2,echonet_dynamic_no_long_axis_v1
0X2BCB6F4D73191177,39,57,1303.801,1030.756,0.7906,2,echonet_dynamic_no_long_axis_v1
0X2BCCE250005CFD40,0,16,1565.488,1075.625,0.6871,2,echonet_dynamic_no_long_axis_v1
0X2BD1518044A7F1E7,81,99,1825.841,992.549,0.5436,2,echonet_dynamic_no_long_axis_v1
0X2BD2EAEB075A7A56,65,83,3073.482,2730.374,0.8884,2,echonet_dynamic_no_long_axis_v1
0X2BD5CA404CF4822,45,63,1296.587,964.287,0.7437,2,echonet_dynamic_no_long_axis_v1
0X2BDAE57715F1BBF4,43,59,1140.051,675.12,0.5922,2,echonet_dynamic_no_long_axis_v1
0X2BDE03448DF23DEB,63,77,1051.758,610.243,0.5802,2,echonet_dynamic_no_long_axis_v1
0X2BDF20FFCF3D29F8,40,57,1018.064,633.465,0.6222,2,echonet_dynamic_no_long_axis_v1
0X2BDFE5712EFDDD47,52,68,1261.873,765.154,0.6064,2,echonet_dynamic_no_long_axis_v1
0X2BE0908F65A5A564,42,61,1495.28,983.693,0.6579,2,echonet_dynamic_no_long_axis_v1
0X2BE38B4D5D345FFA,38,52,1440.626,804.305,0.5583,2,echonet_dynamic_no_long_axis_v1
0X2BEAF12F3432C314,40,58,1001.339,712.329,0.7114,2,echonet_dynamic_no_long_axis_v1
0X2BEC544FB23D724A,43,57,1475.73,1113.486,0.7545,2,echonet_dynamic_no_long_axis_v1
0X2BF16ED5C2D8A0D3,90,104,2262.541,1914.657,0.8462,2,echonet_dynamic_no_long_axis_v1
0X2BF66637343A27ED,28,39,1362.177,1148.169,0.8429,2,echonet_dynamic_no_long_axis_v1
0X2BF77B6A39CD9A0B,143,157,2603.555,1778.661,0.6832,2,echonet_dynamic_no_long_axis_v1
0X2C03CDC4A9D90ACD,48,62,1674.209,941.581,0.5624,2,echonet_dynamic_no_long_axis_v1
0X2C03FAE807BF8E76,45,62,2130.669,1247.223,0.5854,2,echonet_dynamic_no_long_axis_v1
0X2C04949A6CC88C77,0,20,2210.534,1835.203,0.8302,2,echonet_dynamic_no_long_axis_v1
0X2C073A809964F995,39,58,1517.263,745.129,0.4911,2,echonet_dynamic_no_long_axis_v1
0X2C0B21D4520985EB,43,58,1475.986,846.268,0.5734,2,echonet_dynamic_no_long_axis_v1
0X2C12346EFB5636F3,134,152,1467.573,715.745,0.4877,2,echonet_dynamic_no_long_axis_v1
0X2C12A8B71D39E8DA,4,16,1169.707,837.618,0.7161,2,echonet_dynamic_no_long_axis_v1
0X2C12BF73BA0A814C,95,121,2102.703,1074.561,0.511,2,echonet_dynamic_no_long_axis_v1
0X2C14699B62EE346C,55,74,2131.255,1263.755,0.593,2,echonet_dynamic_no_long_axis_v1
0X2C18E8C665E9D9A3,35,49,731.524,352.706,0.4822,2,echonet_dynamic_no_long_axis_v1
0X2C190FF79A686E07,97,119,1270.852,864.832,0.6805,2,echonet_dynamic_no_long_axis_v1
0X2C1966CD61F4608D,123,143,1218.388,652.459,0.5355,2,echonet_dynamic_no_long_axis_v1
0X2C19EFC05FC3B091,42,53,1149.47,700.632,0.6095,2,echonet_dynamic_no_long_axis_v1
0X2C21A633164A6BFB,98,115,1026.262,550.689,0.5366,2,echonet_dynamic_no_long_axis_v1
0X2C2DDBD3EB793DAA,49,63,1293.452,631.633,0.4883,2,echonet_dynamic_no_long_axis_v1
0X2C34E713BB4D3308,150,165,1707.403,1128.499,0.6609,2,echonet_dynamic_no_long_axis_v1
0X2C35AFD93B9496EA,54,71,1305.942,830.038,0.6356,2,echonet_dynamic_no_long_axis_v1
0X2C36F355EB681B07,120,138,1429.481,876.619,0.6132,2,echonet_dynamic_no_long_axis_v1
0X2C41E0CF2733C297,49,70,1283.038,682.879,0.5322,2,echonet_dynamic_no_long_axis_v1
0X2C45F28244AF0456,56,69,1327.755,688.416,0.5185,2,echonet_dynamic_no_long_axis_v1
0X2C49216A08762644,52,67,1384.461,673.591,0.4865,2,echonet_dynamic_no_long_axis_v1
0X2C49AB7562FAA93,69,84,1731.732,1060.378,0.6123,2,echonet_dynamic_no_long_axis_v1
0X2C49F6FD06CCBCF8,152,172,2104.116,1225.948,0.5826,2,echonet_dynamic_no_long_axis_v1
0X2C4D02125B318CBD,123,145,1073.129,639.564,0.596,2,echonet_dynamic_no_long_axis_v1
0X2C511E5B9B2D8D2C,47,64,926.518,525.721,0.5674,2,echonet_dynamic_no_long_axis_v1
0X2C5353EF79A2AE33,47,60,1147.091,649.417,0.5661,2,echonet_dynamic_no_long_axis_v1
0X2C56A1B8986F6EA7,3,19,2046.232,1068.904,0.5224,2,echonet_dynamic_no_long_axis_v1
0X2C5FA07F95C49BEE,53,74,1451.666,977.727,0.6735,2,echonet_dynamic_no_long_axis_v1
0X2C6012D44180AE4A,34,47,1472.101,1281.948,0.8708,2,echonet_dynamic_no_long_axis_v1
0X2C61E96BC700B20F,112,141,2549.707,1294.649,0.5078,2,echonet_dynamic_no_long_axis_v1
0X2C693B4B714F5F77,59,65,1386.172,792.507,0.5717,2,echonet_dynamic_no_long_axis_v1
0X2C73664CB7057853,44,67,1578.094,905.61,0.5739,2,echonet_dynamic_no_long_axis_v1
0X2C75C3C43D12BF,95,108,1087.821,573.128,0.5269,2,echonet_dynamic_no_long_axis_v1
0X2C76048845DB3B26,34,49,1840.991,861.459,0.4679,2,echonet_dynamic_no_long_axis_v1
0X2C79C011E028C5C8,132,151,1423.716,775.816,0.5449,2,echonet_dynamic_no_long_axis_v1
0X2C7D0289D4D9C8DA,3,18,1225.514,677.552,0.5529,2,echonet_dynamic_no_long_axis_v1
0X2C7EE3815ECE5418,57,79,785.008,360.544,0.4593,2,echonet_dynamic_no_long_axis_v1
0X2C82A1C3E914188A,141,159,1417.917,1035.357,0.7302,2,echonet_dynamic_no_long_axis_v1
0X2C871D22AD5EAD1A,90,110,1405.204,991.215,0.7054,2,echonet_dynamic_no_long_axis_v1
0X2C87657038E600E4,111,127,1185.517,652.916,0.5507,2,echonet_dynamic_no_long_axis_v1
0X2C8891A017BD1976,53,68,1267.312,697.584,0.5504,2,echonet_dynamic_no_long_axis_v1
0X2C8D4E3F973C4C0C,28,43,979.003,671.305,0.6857,2,echonet_dynamic_no_long_axis_v1
0X2C8D5BE1148380DD,45,57,1490.203,768.022,0.5154,2,echonet_dynamic_no_long_axis_v1
0X2C8E3C1FD1F556BC,128,146,1661.949,875.445,0.5268,2,echonet_dynamic_no_long_axis_v1
0X2C8F95568F4E8742,38,56,2020.222,1313.015,0.6499,2,echonet_dynamic_no_long_axis_v1
0X2C90DA7EB02FCCD2,45,69,3066.211,1798.879,0.5867,2,echonet_dynamic_no_long_axis_v1
0X2C91EA24C7C0B398,125,142,1350.666,632.056,0.468,2,echonet_dynamic_no_long_axis_v1
0X2C9357E39710C30C,74,87,1269.585,944.826,0.7442,2,echonet_dynamic_no_long_axis_v1
0X2C9420596D198D01,83,99,1534.84,921.255,0.6002,2,echonet_dynamic_no_long_axis_v1
0X2C97A655ED70FABF,121,143,866.711,462.174,0.5333,2,echonet_dynamic_no_long_axis_v1
0X2C97ECB94ED1AD37,56,73,1163.212,612.376,0.5265,2,echonet_dynamic_no_long_axis_v1
0X2CA3761058236EF3,98,115,1400.823,742.427,0.53,2,echonet_dynamic_no_long_axis_v1
0X2CA42A8211675132,55,69,1752.446,922.395,0.5263,2,echonet_dynamic_no_long_axis_v1
0X2CA89051DE3DEC33,82,98,1402.774,644.209,0.4592,2,echonet_dynamic_no_long_axis_v1
0X2CA927607A7AB65A,46,65,1149.307,754.162,0.6562,2,echonet_dynamic_no_long_axis_v1
0X2CAA96B0D5EB2D62,33,44,1397.668,1215.036,0.8693,2,echonet_dynamic_no_long_axis_v1
0X2CADB19F2FEE68AD,53,68,2912.052,2106.491,0.7234,2,echonet_dynamic_no_long_axis_v1
0X2CAE2DE8A42A2342,39,53,1243.305,682.284,0.5488,2,echonet_dynamic_no_long_axis_v1
0X2CB0D18E525D7C37,39,54,1213.191,672.971,0.5547,2,echonet_dynamic_no_long_axis_v1
0X2CB14DA1C391E86B,150,182,2016.728,1114.467,0.5526,2,echonet_dynamic_no_long_axis_v1
0X2CB15E6A301D6B19,121,141,1377.091,726.89,0.5278,2,echonet_dynamic_no_long_axis_v1
0X2CB1956D0DB0180C,124,138,989.162,543.539,0.5495,2,echonet_dynamic_no_long_axis_v1
0X2CB329D5D9E62171,31,54,1271.893,808.035,0.6353,2,echonet_dynamic_no_long_axis_v1
0X2CB7A24A2CFDC0DE,65,86,942.63,485.972,0.5155,2,echonet_dynamic_no_long_axis_v1
0X2CB7A5F709ABD767,44,58,1313.452,735.419,0.5599,2,echonet_dynamic_no_long_axis_v1
0X2CBCF722CBB5B80D,54,66,1112.03,915.432,0.8232,2,echonet_dynamic_no_long_axis_v1
0X2CBD88FCC98A48FB,56,73,1354.709,837.201,0.618,2,echonet_dynamic_no_long_axis_v1
0X2CC10C4F3C7A5F8C,56,74,4574.251,2379.057,0.5201,2,echonet_dynamic_no_long_axis_v1
0X2CC1ACAF0876862A,4,20,1867.688,1123.946,0.6018,2,echonet_dynamic_no_long_axis_v1
0X2CC9EEC1D61BB2BF,42,54,1113.605,581.446,0.5221,2,echonet_dynamic_no_long_axis_v1
0X2CCCED512683D687,1,16,1082.924,622.585,0.5749,2,echonet_dynamic_no_long_axis_v1
0X2CCF9716099B6F41,82,99,1238.334,779.053,0.6291,2,echonet_dynamic_no_long_axis_v1
0X2CD8C8DD79E1675F,61,86,2517.346,1799.162,0.7147,2,echonet_dynamic_no_long_axis_v1
0X2CE0CBE435FB7161,75,91,1019.362,542.261,0.532,2,echonet_dynamic_no_long_axis_v1
0X2CE2BBE899FB30A,30,45,1253.033,570.975,0.4557,2,echonet_dynamic_no_long_axis_v1
0X2CE2C2ECE6B2DEF3,47,63,1556.512,1262.221,0.8109,2,echonet_dynamic_no_long_axis_v1
0X2CE35C58DEBA5E84,89,108,1565.726,777.709,0.4967,2,echonet_dynamic_no_long_axis_v1
0X2CE3CF0F97E7FC72,47,61,1783.543,996.452,0.5587,2,echonet_dynamic_no_long_axis_v1
0X2CE44822F7569ED4,33,45,1343.273,1102.602,0.8208,2,echonet_dynamic_no_long_axis_v1
0X2CE840CE9B6A835E,99,117,2637.977,1329.749,0.5041,2,echonet_dynamic_no_long_axis_v1
0X2CE8B16185B68E,2,19,1539.966,1270.794,0.8252,2,echonet_dynamic_no_long_axis_v1
0X2CEF6124DDC757CF,61,71,1404.7,1181.922,0.8414,2,echonet_dynamic_no_long_axis_v1
0X2CF28B839885FBAE,52,67,1605.089,851.22,0.5303,2,echonet_dynamic_no_long_axis_v1
0X2CF2FAD1B2A26CEF,54,71,1587.874,1018.413,0.6414,2,echonet_dynamic_no_long_axis_v1
0X2CF7B35D7849A5D,0,17,2069.482,1081.185,0.5224,2,echonet_dynamic_no_long_axis_v1
0X2CF9DE123FE188CA,73,86,980.896,495.373,0.505,2,echonet_dynamic_no_long_axis_v1
0X2CFC388D482B5B31,0,24,1067.954,851.298,0.7971,2,echonet_dynamic_no_long_axis_v1
0X2CFD447B055E05BF,74,85,1335.048,703.446,0.5269,2,echonet_dynamic_no_long_axis_v1
0X2CFD990707C2AFEF,116,133,1241.942,683.707,0.5505,2,echonet_dynamic_no_long_axis_v1
0X2D03DD1D93E5C751,115,125,1169.747,779.428,0.6663,2,echonet_dynamic_no_long_axis_v1
0X2D103F41D2E38399,46,63,1753.506,1289.04,0.7351,2,echonet_dynamic_no_long_axis_v1
0X2D1062571172E8A7,48,67,1348.626,859.284,0.6372,2,echonet_dynamic_no_long_axis_v1
0X2D10BE0BA5D1B6A9,51,68,2076.065,1382.802,0.6661,2,echonet_dynamic_no_long_axis_v1
0X2D17D1C132427A37,39,49,945.685,573.223,0.6061,2,echonet_dynamic_no_long_axis_v1
0X2D196F26588E2E17,63,77,2026.752,1042.733,0.5145,2,echonet_dynamic_no_long_axis_v1
0X2D19E502F1A7362E,37,49,2217.507,1130.733,0.5099,2,echonet_dynamic_no_long_axis_v1
0X2D1CE5FC57B6FBC1,112,134,1595.784,1277.781,0.8007,2,echonet_dynamic_no_long_axis_v1
0X2D23A079EADDFA54,1,17,1997.281,978.558,0.4899,2,echonet_dynamic_no_long_axis_v1
0X2D2ED63C8BA47E4D,45,61,2149.146,1347.529,0.627,2,echonet_dynamic_no_long_axis_v1
0X2D30608E926E7FC8,35,47,1130.768,560.945,0.4961,2,echonet_dynamic_no_long_axis_v1
0X2D34C7C038A1E3D2,53,71,2071.313,1197.099,0.5779,2,echonet_dynamic_no_long_axis_v1
0X2D3555E57E30410B,46,70,898.269,481.157,0.5356,2,echonet_dynamic_no_long_axis_v1
0X2D374A42BC63F7D3,28,38,1239.11,644.156,0.5199,2,echonet_dynamic_no_long_axis_v1
0X2D37B879A205F20E,102,118,1240.503,698.17,0.5628,2,echonet_dynamic_no_long_axis_v1
0X2D37C242683F1061,56,71,783.083,415.018,0.53,2,echonet_dynamic_no_long_axis_v1
0X2D385BC839299FE6,64,83,1001.662,582.162,0.5812,2,echonet_dynamic_no_long_axis_v1
0X2D3D5BE721D93FAB,48,69,1202.349,744.407,0.6191,2,echonet_dynamic_no_long_axis_v1
0X2D3E3C182D1459C8,52,63,821.998,322.367,0.3922,2,echonet_dynamic_no_long_axis_v1
0X2D3F2E5FFA807CFF,34,47,577.88,352.573,0.6101,2,echonet_dynamic_no_long_axis_v1
0X2D3F7E5490285446,115,130,914.189,451.677,0.4941,2,echonet_dynamic_no_long_axis_v1
0X2D405B452654D053,71,89,910.656,615.516,0.6759,2,echonet_dynamic_no_long_axis_v1
0X2D40DC11D737F49B,44,58,1624.259,1021.691,0.629,2,echonet_dynamic_no_long_axis_v1
0X2D4304FA6A09F93E,182,202,2120.625,1781.779,0.8402,2,echonet_dynamic_no_long_axis_v1
0X2D44B66B9949BE4D,61,81,1627.0,795.349,0.4888,2,echonet_dynamic_no_long_axis_v1
0X2D4C335281042D7F,109,76,1293.723,907.74,0.7016,2,echonet_dynamic_no_long_axis_v1
0X2D4E0673C195F693,87,104,1980.567,1089.654,0.5502,2,echonet_dynamic_no_long_axis_v1
0X2D4F77FD196A3828,156,176,1031.897,546.745,0.5298,2,echonet_dynamic_no_long_axis_v1
0X2D597332A98E785E,72,91,2491.228,1178.87,0.4732,2,echonet_dynamic_no_long_axis_v1
0X2D5BD6E67BD7AE69,37,56,1231.13,756.809,0.6147,2,echonet_dynamic_no_long_axis_v1
0X2D5CC137BFF6A623,60,82,1455.268,865.596,0.5948,2,echonet_dynamic_no_long_axis_v1
0X2D5E11117A6B333B,60,74,1609.797,855.878,0.5317,2,echonet_dynamic_no_long_axis_v1
0X2D604D85FE921D9,35,48,1095.533,494.386,0.4513,2,echonet_dynamic_no_long_axis_v1
0X2D658517E159F3F4,42,57,1549.069,900.726,0.5815,2,echonet_dynamic_no_long_axis_v1
0X2D6601DFA32D0382,33,48,1230.848,696.705,0.566,2,echonet_dynamic_no_long_axis_v1
0X2D66386606994937,144,164,1427.479,721.29,0.5053,2,echonet_dynamic_no_long_axis_v1
0X2D69D2B24305EB5,28,44,2218.969,1722.763,0.7764,2,echonet_dynamic_no_long_axis_v1
0X2D6CA36A674EDC8F,42,56,1520.778,1093.075,0.7188,2,echonet_dynamic_no_long_axis_v1
0X2D6F8C1DEA6EF363,95,112,1262.981,631.197,0.4998,2,echonet_dynamic_no_long_axis_v1
0X2D72B203AB220EAB,59,75,947.791,507.493,0.5354,2,echonet_dynamic_no_long_axis_v1
0X2D7C2A7FD48AC5CA,28,46,980.954,653.237,0.6659,2,echonet_dynamic_no_long_axis_v1
0X2D7E8B6DA9FDB3E0,147,173,1572.15,1214.986,0.7728,2,echonet_dynamic_no_long_axis_v1
0X2D82FF915BD14EFD,96,113,1023.577,577.358,0.5641,2,echonet_dynamic_no_long_axis_v1
0X2D88CA57C0CA4328,96,116,1266.877,739.136,0.5834,2,echonet_dynamic_no_long_axis_v1
0X2D8A896770271A60,22,32,1289.279,920.379,0.7139,2,echonet_dynamic_no_long_axis_v1
0X2D8B38AA1ADBB074,42,57,1157.768,801.077,0.6919,2,echonet_dynamic_no_long_axis_v1
0X2D8BD5AF3B8DED9C,28,46,750.522,396.607,0.5284,2,echonet_dynamic_no_long_axis_v1
0X2D909B4FCF030F77,86,99,1361.264,719.401,0.5285,2,echonet_dynamic_no_long_axis_v1
0X2D93EB042A3DB0E2,34,59,1955.634,1016.273,0.5197,2,echonet_dynamic_no_long_axis_v1
0X2D9566C4D06D6F28,2,19,882.414,550.031,0.6233,2,echonet_dynamic_no_long_axis_v1
0X2D958648FECCDF1E,42,59,925.413,481.47,0.5203,2,echonet_dynamic_no_long_axis_v1
0X2D982113D0EC3AA0,33,47,1058.885,525.576,0.4963,2,echonet_dynamic_no_long_axis_v1
0X2D9DB9841B21B473,99,117,1376.817,1098.071,0.7975,2,echonet_dynamic_no_long_axis_v1
0X2D9E50E6BDB7CF9,49,65,960.445,529.017,0.5508,2,echonet_dynamic_no_long_axis_v1
0X2DA55EE48DCFCD80,37,52,2287.245,1913.83,0.8367,2,echonet_dynamic_no_long_axis_v1
0X2DA7DA5B3CBF9227,38,52,1268.241,686.56,0.5413,2,echonet_dynamic_no_long_axis_v1
0X2DA998F63F173C44,88,103,1331.931,961.975,0.7222,2,echonet_dynamic_no_long_axis_v1
0X2DA99F9FC1DAD8A9,99,114,1687.282,838.987,0.4972,2,echonet_dynamic_no_long_axis_v1
0X2DAD48A6BD57C623,161,174,800.262,473.794,0.592,2,echonet_dynamic_no_long_axis_v1
0X2DAE446A22A6038,118,86,1036.87,702.07,0.6771,2,echonet_dynamic_no_long_axis_v1
0X2DB1613A3E1C52F3,55,67,1055.837,848.977,0.8041,2,echonet_dynamic_no_long_axis_v1
0X2DB1F8801485264A,75,91,1500.618,856.788,0.571,2,echonet_dynamic_no_long_axis_v1
0X2DB87473EC321C75,75,88,1378.351,746.371,0.5415,2,echonet_dynamic_no_long_axis_v1
0X2DC165EBD4F6A499,72,94,991.181,714.305,0.7207,2,echonet_dynamic_no_long_axis_v1
0X2DC355CC1C2B3876,105,126,1066.233,629.535,0.5904,2,echonet_dynamic_no_long_axis_v1
0X2DC8C2A8797096FA,84,104,1699.886,1032.133,0.6072,2,echonet_dynamic_no_long_axis_v1
0X2DCE146E4AE80A3D,0,20,1255.277,1148.477,0.9149,2,echonet_dynamic_no_long_axis_v1
0X2DD4B303E3F4FCB5,81,100,1815.737,1008.826,0.5556,2,echonet_dynamic_no_long_axis_v1
0X2DD603AC2C74F6EC,41,57,808.579,371.865,0.4599,2,echonet_dynamic_no_long_axis_v1
0X2DD74DF5EE1C2986,99,132,1221.116,661.249,0.5415,2,echonet_dynamic_no_long_axis_v1
0X2DDA61D944C9F9C3,43,53,964.446,498.698,0.5171,2,echonet_dynamic_no_long_axis_v1
0X2DDFB92556009B4C,66,78,938.673,565.264,0.6022,2,echonet_dynamic_no_long_axis_v1
0X2DE30D01995BB762,78,92,1527.291,852.858,0.5584,2,echonet_dynamic_no_long_axis_v1
0X2DE58B024738E3C7,0,16,1081.28,593.503,0.5489,2,echonet_dynamic_no_long_axis_v1
0X2DE5DE59AE16AF82,60,80,1724.392,1039.114,0.6026,2,echonet_dynamic_no_long_axis_v1
0X2DE6608CDEC4A536,2,15,1641.892,781.159,0.4758,2,echonet_dynamic_no_long_axis_v1
0X2DE6FC105DDE8B38,38,51,1060.881,1011.136,0.9531,2,echonet_dynamic_no_long_axis_v1
0X2DEC11BFCC04AD8,128,151,1582.146,861.216,0.5443,2,echonet_dynamic_no_long_axis_v1
0X2DEDA110B28EFD48,47,63,1085.27,572.502,0.5275,2,echonet_dynamic_no_long_axis_v1
0X2DF0CD09785D2C10,159,178,1368.083,1137.825,0.8317,2,echonet_dynamic_no_long_axis_v1
0X2DF88C27BB20C25D,157,172,1159.062,816.335,0.7043,2,echonet_dynamic_no_long_axis_v1
0X2DFB4F76758EF666,96,110,2502.877,1494.054,0.5969,2,echonet_dynamic_no_long_axis_v1
0X2E0036AF7A9C970E,52,66,1213.738,646.573,0.5327,2,echonet_dynamic_no_long_axis_v1
0X2E00AD0FD28287B9,72,90,3389.947,2697.182,0.7956,2,echonet_dynamic_no_long_axis_v1
0X2E03541DE1D78F8C,44,57,1131.663,479.82,0.424,2,echonet_dynamic_no_long_axis_v1
0X2E041070DF3C0BCD,51,73,1415.824,849.674,0.6001,2,echonet_dynamic_no_long_axis_v1
0X2E08BE7843E94F2C,52,74,880.848,534.659,0.607,2,echonet_dynamic_no_long_axis_v1
0X2E0A75B64C955D2F,94,113,2021.089,985.811,0.4878,2,echonet_dynamic_no_long_axis_v1
